,carat,cut,color,clarity,depth,table,price,volume
21082,1.03,4,1,3,62.5,56.0,9254.0,171.26622799999998
21083,1.41,1,0,2,63.8,60.0,9254.0,226.56409599999998
21084,1.63,3,0,1,62.0,54.0,9256.0,275.72116
21085,1.1,2,0,3,61.4,60.0,9257.0,178.89807100000002
21086,1.23,3,1,2,62.6,52.0,9257.0,205.970688
21087,1.05,4,1,3,62.1,54.0,9257.0,173.38635999999997
21088,1.51,1,0,1,63.1,56.0,9258.0,239.54112000000003
21089,1.14,4,1,3,61.6,57.0,9259.0,188.24234
21090,1.18,4,0,3,61.1,57.0,9260.0,192.92083200000002
21091,1.22,2,0,2,61.2,58.0,9261.0,198.98565
21092,1.51,3,0,1,59.9,60.0,9261.0,245.32850000000002
21093,1.11,4,0,2,61.3,55.0,9261.0,183.49836999999997
21094,1.27,4,0,2,59.6,57.0,9262.0,211.23378799999998
21095,1.19,3,1,2,59.8,58.0,9263.0,202.867998
21096,1.5,3,0,1,62.6,55.0,9265.0,242.33527199999995
21097,1.72,3,0,1,62.0,57.0,9266.0,277.39475400000003
21098,1.73,3,0,1,60.7,58.0,9271.0,283.256574
21099,1.29,4,0,2,61.8,56.0,9273.0,211.37500799999998
21101,1.6,4,0,1,62.1,56.0,9275.0,258.90875199999994
21102,1.69,3,1,1,62.4,58.0,9275.0,275.074875
21103,1.3,4,1,1,62.2,56.0,9275.0,209.75039600000005
21104,1.7,4,0,2,62.2,56.0,9276.0,275.58549600000003
21105,1.07,4,0,3,62.6,54.0,9276.0,175.357
21106,1.42,2,1,1,61.1,62.0,9278.0,226.62936
21107,1.5,1,0,2,61.2,62.0,9278.0,237.018672
21108,1.52,4,0,2,61.3,56.0,9278.0,250.84332
21109,1.21,3,1,2,60.1,58.0,9279.0,200.54447399999998
21110,1.36,4,0,2,59.9,57.0,9279.0,224.57088000000002
21111,1.5,2,0,2,60.8,63.0,9281.0,245.206533
21112,1.5,2,1,1,60.1,60.0,9281.0,242.14428
21113,1.5,1,1,1,63.3,57.0,9281.0,248.08604899999997
21114,1.5,1,1,1,63.5,59.0,9281.0,243.31580000000002
21115,1.04,4,1,3,62.2,56.0,9281.0,170.422552
21116,1.09,4,0,3,61.0,54.0,9282.0,181.33315199999998
21117,1.25,4,0,2,61.5,58.0,9282.0,202.6332
21118,1.5,2,0,1,63.1,57.0,9282.0,242.592975
21119,1.25,3,0,2,60.7,56.0,9282.0,205.490439
21120,1.51,2,0,1,61.6,58.0,9283.0,241.98404999999997
21121,1.54,2,0,2,63.5,57.0,9285.0,249.146535
21122,1.02,4,0,3,61.8,56.0,9286.0,165.063336
21123,1.21,4,0,2,62.0,55.0,9287.0,200.0016
21124,1.17,4,0,3,61.2,56.0,9289.0,193.381665
21125,1.52,2,0,1,59.9,60.0,9290.0,250.32179200000002
21126,1.21,4,0,3,61.1,56.0,9290.0,198.22529999999998
21127,1.58,3,1,1,62.3,60.0,9290.0,252.44175600000003
21128,1.03,4,1,3,62.4,55.6,9290.0,168.018312
21129,1.22,4,0,2,62.2,56.0,9292.0,201.23655999999997
21130,1.73,2,0,1,62.0,58.0,9292.0,277.02456
21131,1.22,3,1,2,62.2,55.0,9292.0,202.58738000000002
21132,1.51,0,1,1,64.1,60.0,9293.0,233.80808399999998
21133,1.34,3,0,2,60.7,59.0,9293.0,213.02758400000002
21134,1.0,4,0,3,61.1,58.0,9294.0,163.912274
21135,1.56,4,0,2,62.5,57.0,9295.0,252.16832000000002
21136,1.52,3,0,1,62.8,62.0,9295.0,240.342552
21137,1.52,1,0,1,64.0,58.0,9295.0,242.35272
21138,2.0,3,0,2,63.0,58.0,9296.0,324.40997999999996
21139,1.31,3,0,2,60.3,58.0,9296.0,217.17266999999998
21140,1.51,4,0,2,62.3,57.0,9297.0,244.660416
21141,1.39,4,0,3,61.2,54.0,9298.0,232.209525
21142,1.57,4,0,1,60.7,57.0,9298.0,257.524176
21143,1.11,3,1,2,59.8,60.0,9299.0,182.8008
21144,1.51,1,1,1,63.4,57.0,9301.0,243.650025
21145,1.51,3,0,2,61.8,59.0,9301.0,248.35584
21146,1.51,1,0,3,64.0,60.0,9301.0,242.35549799999998
21147,1.51,4,1,1,62.6,55.0,9301.0,250.399065
21148,1.35,2,0,2,62.8,59.0,9302.0,217.635264
21149,1.51,3,1,1,63.0,55.0,9302.0,247.01302
21150,1.59,3,0,2,59.9,60.0,9304.0,262.115035
21151,1.18,3,0,3,61.6,58.0,9304.0,192.43047999999996
21152,1.18,3,0,3,62.8,57.0,9304.0,192.154941
21153,1.5,2,0,3,62.2,57.0,9306.0,240.078675
21154,1.01,4,1,3,60.0,55.0,9310.0,171.01919999999998
21155,1.65,3,0,2,60.9,62.0,9314.0,261.85868
21157,1.54,3,0,1,60.1,58.0,9314.0,254.023044
21158,1.53,4,0,1,62.3,56.0,9315.0,250.8748
21159,1.14,4,1,3,62.7,55.0,9316.0,184.3974
21160,1.2,4,1,1,61.1,56.0,9317.0,198.51468
21161,1.23,3,1,2,61.3,60.0,9319.0,203.03664000000003
21162,1.53,3,0,3,61.6,58.0,9322.0,248.14790000000002
21163,1.21,4,0,2,62.7,54.0,9323.0,198.02551999999997
21164,1.0,2,1,3,61.7,55.0,9324.0,161.79042
21166,1.17,4,0,2,61.7,57.0,9326.0,187.963875
21167,1.51,3,0,3,62.1,58.0,9328.0,242.267112
21168,1.7,3,0,1,62.9,59.0,9330.0,269.47231800000003
21169,1.7,3,0,2,61.3,59.0,9330.0,273.158028
21171,1.2,2,1,2,62.9,57.0,9331.0,192.89371200000002
21172,1.31,4,1,1,61.6,55.0,9331.0,217.12416
21173,1.53,2,0,1,60.4,60.0,9332.0,246.31756800000002
21174,1.51,2,0,3,63.1,56.0,9332.0,246.00066400000003
21175,1.13,4,0,3,62.3,57.0,9333.0,182.52928799999998
21176,1.24,4,1,2,62.2,55.0,9333.0,202.59080400000002
21177,1.24,3,1,2,61.5,57.0,9333.0,203.21035
21178,1.23,3,1,2,61.2,58.0,9333.0,200.91040199999998
21179,1.51,4,0,3,61.4,59.0,9334.0,245.17655199999996
21180,1.28,3,0,2,60.9,58.0,9335.0,213.216861
21181,1.58,4,0,1,61.7,56.0,9335.0,262.03936
21182,1.21,4,1,2,59.7,57.0,9335.0,198.82267199999998
21183,1.76,2,0,1,63.0,63.0,9336.0,280.757295
21184,1.51,4,0,1,61.8,55.0,9336.0,250.251372
21185,1.5,1,0,1,60.8,60.0,9336.0,239.619744
21186,1.2,2,0,3,62.1,58.0,9337.0,191.92824000000002
21187,1.22,4,0,2,62.0,56.0,9339.0,199.23929600000002
21188,1.61,4,0,1,62.3,56.0,9341.0,261.985599
21190,1.61,3,0,1,61.4,58.0,9341.0,265.188528
21191,1.5,2,0,2,59.4,61.0,9342.0,243.45184500000002
21192,1.28,4,0,2,61.7,55.0,9342.0,211.37500799999998
21193,1.51,1,1,1,63.1,58.0,9343.0,244.79727999999997
21194,1.51,2,0,2,63.0,59.0,9343.0,243.93096
21195,1.51,2,1,1,61.1,60.0,9343.0,239.50215299999996
21196,1.51,2,1,1,63.1,61.0,9343.0,242.92575
21197,1.52,2,1,1,60.9,59.0,9343.0,244.21110000000002
21198,1.1,4,1,3,61.2,56.0,9343.0,181.78195200000002
21199,1.51,4,0,1,62.6,55.0,9344.0,245.05839600000002
21200,1.94,2,0,1,63.1,59.0,9344.0,317.25847799999997
21201,1.51,3,0,1,61.7,60.0,9344.0,239.14664999999997
21202,1.57,4,0,3,61.4,57.0,9346.0,256.46625
21203,1.23,2,1,2,60.6,58.0,9346.0,200.34904000000003
21204,1.09,4,1,2,60.7,57.0,9346.0,180.17963999999998
21205,1.5,4,1,1,62.7,56.0,9347.0,244.05674999999997
21206,1.16,4,1,2,61.9,54.0,9348.0,192.03817500000002
21207,1.51,4,0,2,61.6,57.0,9352.0,240.4584
21208,1.52,4,0,2,62.4,55.0,9352.0,250.194
21209,1.5,2,0,2,60.5,60.0,9354.0,240.71830000000003
21210,1.0,4,1,3,61.9,57.0,9354.0,165.734226
21211,1.29,3,0,2,62.4,58.0,9354.0,202.768566
21212,1.62,2,1,1,60.8,59.0,9355.0,266.49730800000003
21213,1.21,2,0,3,62.9,59.0,9358.0,189.997904
21214,1.52,4,0,1,61.4,57.0,9358.0,250.16809999999998
21215,1.54,4,0,1,61.7,56.0,9359.0,252.49723200000003
21216,1.07,4,0,4,61.5,57.0,9361.0,174.11834399999998
21217,1.23,3,1,2,58.9,59.0,9361.0,203.23317
21218,1.24,4,0,3,61.2,56.0,9362.0,200.912512
21219,1.18,3,0,3,59.7,58.0,9366.0,197.76918
21220,1.22,4,0,3,61.7,56.0,9366.0,198.48048300000002
21221,1.52,1,0,1,64.4,59.0,9368.0,242.05575000000002
21222,1.21,3,0,3,59.6,60.0,9370.0,195.676689
21223,1.2,3,1,2,61.6,61.0,9370.0,196.676886
21224,1.27,3,0,2,61.1,60.0,9371.0,210.31791600000003
21225,1.28,4,0,2,62.7,53.0,9372.0,210.901048
21226,1.2,4,0,3,62.2,56.0,9373.0,194.27023199999996
21227,1.5,3,1,1,61.4,60.0,9374.0,239.92404800000003
21228,1.23,4,1,2,61.7,57.0,9376.0,204.47322
21229,1.6,4,0,1,62.0,55.0,9376.0,268.04616300000004
21230,1.25,2,1,2,62.5,59.0,9377.0,200.821452
21231,1.11,3,1,3,59.2,59.0,9377.0,186.62043400000002
21232,1.15,4,0,3,60.6,56.0,9377.0,191.81372000000002
21233,1.7,1,0,2,62.4,61.0,9380.0,263.245788
21234,1.54,3,0,3,62.4,59.0,9383.0,249.85727999999997
21235,1.19,4,0,3,60.8,55.0,9383.0,199.77501000000004
21236,1.5,2,0,1,63.1,57.0,9384.0,242.592975
21237,1.71,3,0,2,62.4,61.0,9384.0,277.104828
21238,1.53,3,0,3,61.6,59.0,9384.0,246.59690999999998
21239,1.59,3,0,1,62.6,59.0,9385.0,254.77311999999998
21241,1.52,2,1,1,60.6,62.0,9389.0,244.99059200000002
21242,1.53,2,0,1,61.2,55.9,9391.0,252.75076799999997
21243,1.54,4,0,1,61.1,56.0,9391.0,252.74894399999997
21244,1.51,4,0,1,62.3,56.0,9391.0,246.207379
21245,1.5,1,0,1,61.0,59.0,9394.0,242.013632
21246,1.21,4,1,2,61.3,56.0,9397.0,200.03897200000003
21247,1.26,4,0,2,60.8,55.0,9399.0,211.521024
21248,1.8,4,0,1,62.2,57.0,9399.0,289.493538
21249,1.34,4,0,2,61.9,56.0,9401.0,219.24089999999998
21250,1.19,4,0,3,60.9,53.0,9403.0,199.96032
21251,1.56,4,0,2,61.9,55.0,9404.0,255.86606400000002
21252,1.52,4,1,1,60.1,57.0,9405.0,254.362647
21253,1.24,1,0,2,60.2,63.0,9405.0,204.33168000000003
21254,1.2,4,0,3,62.2,55.0,9407.0,195.018651
21255,1.6,4,0,1,62.4,53.5,9407.0,260.3775
21256,1.57,2,0,2,63.4,56.0,9407.0,260.01084
21257,1.32,4,0,2,61.1,57.0,9408.0,218.775494
21258,1.5,4,0,2,62.6,55.0,9408.0,248.49613999999997
21259,1.5,3,1,1,60.8,59.0,9408.0,239.62688
21260,1.24,3,1,2,62.2,58.0,9411.0,201.23485199999996
21261,1.01,3,1,3,62.8,58.0,9412.0,162.30599999999998
21262,1.03,4,1,3,62.0,56.0,9413.0,167.60196000000002
21263,1.7,4,0,2,62.5,57.0,9414.0,276.02288
21264,1.51,2,0,3,61.9,56.0,9416.0,247.34807999999995
21265,1.57,4,0,1,61.8,55.0,9416.0,259.741611
21266,1.51,2,1,1,63.2,57.0,9417.0,244.11372
21267,1.21,3,1,2,62.2,60.0,9419.0,190.0584
21268,1.16,4,0,3,62.2,56.0,9419.0,188.76044
21269,1.53,3,0,4,61.1,58.0,9424.0,250.62843
21270,1.53,3,1,1,62.7,60.0,9424.0,244.733216
21271,1.2,4,1,2,61.4,55.0,9424.0,195.16433400000003
21272,1.65,4,0,2,62.2,55.0,9425.0,271.55103999999994
21273,1.7,4,0,1,62.2,53.0,9425.0,276.887
21274,1.55,2,0,1,59.8,59.0,9428.0,248.20569
21275,1.77,3,0,2,59.6,58.0,9428.0,293.94356400000004
21276,1.27,4,0,2,59.6,57.0,9431.0,211.23378799999998
21277,1.16,4,1,2,61.3,57.0,9432.0,190.48666
21278,1.16,4,1,2,61.4,56.0,9432.0,193.564932
21279,1.06,2,1,4,60.6,56.0,9433.0,178.47983400000004
21281,2.0,2,0,1,63.1,56.0,9435.0,312.81600000000003
21282,1.61,4,0,1,62.7,55.0,9439.0,265.640232
21283,1.12,3,0,4,61.2,58.0,9440.0,182.77801
21284,1.2,3,1,2,60.2,60.0,9442.0,194.63120600000002
21285,1.51,4,0,2,60.6,56.0,9442.0,251.20713599999996
21286,1.57,2,0,2,60.2,58.0,9443.0,258.10217800000004
21287,1.7,4,0,1,61.2,56.0,9444.0,276.85068
21288,1.6,4,0,1,62.1,56.0,9444.0,258.90875199999994
21289,1.42,3,1,1,61.1,62.0,9447.0,226.62936
21290,1.13,4,1,2,61.4,55.0,9448.0,187.05926399999998
21291,1.52,4,0,1,61.3,57.0,9448.0,243.63741599999997
21292,1.21,3,1,2,60.1,58.0,9448.0,200.54447399999998
21293,1.21,4,1,2,60.3,60.0,9449.0,198.055936
21294,1.5,3,1,1,61.0,58.0,9450.0,239.83784999999995
21295,1.5,3,1,1,60.1,60.0,9450.0,242.14428
21296,1.5,2,1,1,63.5,59.0,9450.0,243.31580000000002
21297,1.43,2,1,1,63.5,56.0,9450.0,233.55877999999998
21298,1.01,2,1,3,63.6,59.0,9451.0,158.0
21299,1.01,1,1,4,62.7,59.0,9451.0,161.37954
21301,1.54,4,0,1,60.9,56.4,9452.0,250.751355
21302,1.15,4,0,3,61.8,56.0,9457.0,188.6976
21303,1.58,4,0,1,62.3,55.0,9457.0,257.871712
21304,1.57,4,0,1,62.4,53.6,9460.0,257.183136
21305,1.12,4,1,3,61.4,57.0,9461.0,182.67714
21306,1.35,4,0,2,60.8,56.0,9462.0,222.38113499999997
21307,1.01,4,1,3,63.0,57.0,9463.0,163.63008000000002
21309,1.04,4,0,3,61.7,56.0,9465.0,170.89019999999996
21310,1.04,4,0,3,61.5,57.0,9465.0,170.727354
21311,1.52,4,0,2,62.1,59.0,9465.0,244.13024999999996
21312,1.51,2,0,2,61.8,63.0,9467.0,241.52710399999998
21313,1.51,3,0,2,62.3,60.0,9467.0,242.46768000000003
21314,1.61,1,0,2,63.8,58.0,9467.0,258.112256
21315,1.53,4,0,1,62.3,56.0,9468.0,248.97353399999997
21316,1.5,3,0,2,61.1,60.0,9471.0,242.23011200000005
21317,1.51,4,0,2,59.9,56.0,9471.0,248.423826
21318,1.51,1,0,3,64.0,60.0,9471.0,242.35549799999998
21319,1.23,3,1,2,60.8,58.0,9471.0,201.60006
21320,1.51,2,1,1,63.4,57.0,9471.0,243.650025
21321,1.51,4,1,1,62.6,55.0,9471.0,250.399065
21322,1.35,3,0,2,62.8,59.0,9471.0,217.635264
21323,1.51,4,0,2,62.9,53.0,9471.0,249.58210200000002
21324,1.51,3,0,2,60.9,60.0,9471.0,246.06810000000002
21325,1.51,3,1,1,59.9,58.0,9471.0,252.22036200000002
21326,1.01,2,1,3,62.8,59.0,9474.0,164.65558199999998
21327,1.51,2,1,1,61.8,57.0,9474.0,249.90953600000003
21328,1.51,2,1,1,62.9,62.0,9474.0,240.862307
21329,1.59,3,0,2,59.9,60.0,9474.0,262.115035
21330,2.0,2,0,1,63.5,57.0,9475.0,310.24127400000003
21331,1.22,2,1,2,60.8,59.0,9475.0,198.90642300000002
21332,1.2,3,0,3,59.7,60.0,9475.0,200.73550000000003
21334,1.24,4,1,2,62.0,57.0,9478.0,199.99947500000002
21335,1.57,3,0,2,62.2,59.0,9478.0,255.04617600000003
21336,1.5,3,0,2,62.3,60.0,9479.0,234.57375000000002
21337,1.01,4,1,3,60.0,55.0,9479.0,171.01919999999998
21339,1.52,4,0,2,61.4,57.0,9483.0,248.608584
21340,1.01,4,1,3,62.0,56.0,9483.0,163.73030499999996
21341,1.05,4,1,3,61.6,56.0,9483.0,172.36914500000003
21342,1.21,2,0,3,60.4,56.0,9484.0,198.532032
21343,1.1,3,1,2,60.5,57.0,9486.0,181.53315
21344,1.0,2,1,3,61.3,58.0,9487.0,160.309968
21345,1.27,4,0,2,61.9,57.0,9489.0,204.65676000000002
21346,1.23,3,1,2,61.3,60.0,9489.0,203.03664000000003
21347,1.0,2,1,3,61.7,57.0,9492.0,161.791605
21348,1.73,3,1,1,62.4,60.0,9494.0,271.4074
21349,1.56,2,0,1,61.3,57.0,9494.0,259.43631999999997
21350,1.59,4,0,2,61.3,57.0,9494.0,261.04125
21351,1.73,3,1,1,61.5,60.0,9494.0,281.3901
21352,1.22,2,1,2,59.5,60.0,9495.0,200.2518
21353,1.02,2,1,3,62.6,56.0,9498.0,165.92549999999997
21354,1.51,3,0,3,62.1,58.0,9498.0,242.267112
21355,1.28,4,0,2,62.0,57.0,9498.0,209.56838399999998
21356,1.02,4,1,2,61.5,56.0,9502.0,167.28234600000002
21357,1.01,4,1,2,61.5,56.0,9503.0,166.60479
21359,1.28,3,0,2,60.9,58.0,9505.0,213.216861
21360,0.33,4,1,2,60.0,57.0,625.0,54.10934999999999
21361,0.33,1,1,2,63.5,56.0,625.0,53.33152000000001
21362,0.33,1,1,2,63.6,56.0,625.0,54.20688
21363,0.3,2,0,3,62.3,56.0,626.0,49.02280199999999
21364,0.3,4,0,2,61.4,56.0,626.0,50.406396
21365,0.42,4,1,1,61.7,54.0,626.0,70.85849999999999
21366,0.38,4,0,1,61.6,57.0,626.0,61.573511999999994
21367,0.36,4,1,1,62.2,53.0,626.0,59.782455000000006
21368,0.36,4,1,1,62.0,54.0,626.0,60.174330000000005
21369,0.42,3,0,1,62.6,58.0,626.0,68.31552
21370,0.34,4,1,1,62.0,56.0,626.0,55.91969999999999
21371,0.34,4,1,1,61.2,57.0,626.0,55.56320000000001
21372,0.34,2,1,1,62.0,59.0,626.0,54.652415999999995
21373,0.34,3,1,1,62.7,59.0,626.0,54.67982
21374,0.34,2,1,1,59.8,61.0,626.0,55.03950000000001
21375,0.34,2,1,1,60.2,60.0,626.0,55.5696
21376,0.31,4,1,2,62.1,54.0,626.0,52.18048000000002
21377,0.31,4,1,2,60.2,56.0,626.0,51.84765600000001
21378,0.34,2,1,1,59.6,61.0,626.0,54.83565
21379,0.34,4,1,1,60.4,57.0,626.0,55.774719
21380,0.34,2,1,1,62.8,58.0,626.0,55.69536000000001
21381,0.34,4,1,1,60.1,57.0,626.0,56.26857599999999
21382,0.34,2,1,1,62.8,55.0,626.0,56.270250000000004
21383,0.34,4,1,1,61.5,53.0,626.0,56.79623399999999
21384,0.34,3,1,1,61.2,58.0,626.0,54.992622000000004
21385,0.42,2,0,1,61.2,60.0,626.0,67.73642400000001
21386,0.34,2,0,3,61.9,58.0,626.0,55.465371999999995
21387,0.34,4,1,1,62.3,57.0,626.0,55.29753600000001
21388,0.34,2,1,1,59.6,59.0,626.0,56.55832000000001
21389,0.34,4,1,1,62.7,56.0,626.0,55.820800000000006
21390,1.04,3,1,3,61.6,59.0,9505.0,169.94259699999998
21391,1.11,4,0,3,61.6,57.0,9507.0,186.95412
21392,1.73,2,0,2,60.9,59.0,9510.0,282.162912
21393,1.51,3,0,1,62.0,58.0,9511.0,247.01155199999997
21394,1.51,2,0,2,63.1,53.0,9513.0,244.78899999999996
21395,1.24,3,1,2,62.4,60.0,9513.0,197.387
21396,1.51,2,1,1,63.4,59.0,9513.0,239.07325200000002
21397,1.51,2,1,1,63.1,58.0,9513.0,244.79727999999997
21398,1.51,3,1,1,61.1,60.0,9513.0,239.50215299999996
21399,1.51,4,1,1,62.9,57.0,9513.0,240.86961900000003
21400,1.51,3,0,2,63.0,59.0,9513.0,243.93096
21401,1.5,2,0,1,62.2,58.0,9515.0,236.724488
21402,1.14,4,1,2,62.4,55.0,9516.0,185.791848
21403,1.57,4,0,3,61.4,57.0,9516.0,256.46625
21404,1.18,3,0,2,61.5,58.0,9516.0,195.91866000000002
21405,1.5,2,0,2,62.7,59.0,9519.0,236.46328200000002
21406,1.39,4,1,1,61.9,52.0,9519.0,235.15520000000004
21407,1.02,4,1,3,61.1,56.3,9521.0,167.73091200000002
21408,1.61,4,0,2,62.2,56.0,9521.0,266.27475000000004
21409,1.5,2,0,1,61.6,57.0,9523.0,240.12449999999998
21410,1.19,4,0,3,60.8,59.0,9524.0,193.30866
21411,1.13,3,0,4,61.2,59.0,9525.0,187.889394
21412,1.23,4,0,3,61.0,55.0,9525.0,203.73160500000003
21413,1.62,3,1,1,61.8,59.0,9526.0,264.57616
21414,1.16,4,0,3,62.0,57.0,9526.0,188.87097599999998
21415,1.62,3,1,1,60.8,59.0,9526.0,266.49730800000003
21417,1.75,3,0,2,61.5,58.0,9526.0,283.088125
21418,1.52,3,0,1,62.1,59.0,9527.0,244.12752
21419,1.52,3,0,1,61.0,58.0,9527.0,248.51683199999997
21420,1.2,2,1,2,60.6,56.0,9529.0,195.76752000000002
21421,1.55,4,0,1,60.7,55.0,9530.0,258.778078
21422,1.52,4,0,1,60.7,57.0,9530.0,245.539242
21423,1.54,4,0,1,61.7,56.0,9530.0,252.49723200000003
21424,1.07,4,0,4,61.5,57.0,9532.0,174.11834399999998
21425,1.5,2,0,2,63.3,55.0,9533.0,244.32078
21426,1.5,4,0,2,62.8,57.0,9533.0,240.34483199999997
21427,1.5,4,0,2,60.5,56.0,9533.0,247.196052
21428,1.52,4,1,1,62.5,57.0,9533.0,247.28716800000004
21429,1.18,3,0,3,59.7,58.0,9537.0,197.76918
21430,1.13,2,1,3,59.6,59.0,9539.0,191.16187200000002
21432,1.76,4,0,1,61.2,55.0,9540.0,287.743904
21433,1.9,2,0,1,59.2,58.0,9540.0,321.19983
21434,1.3,4,0,2,62.3,55.0,9540.0,210.53339999999997
21435,1.52,4,0,3,62.6,58.0,9541.0,246.61519199999998
21436,1.21,3,1,2,60.8,59.0,9541.0,194.62643200000002
21437,1.21,3,0,3,59.6,60.0,9541.0,195.676689
21439,1.42,1,1,2,63.7,57.0,9542.0,221.71161600000005
21440,1.08,4,1,2,61.1,56.0,9545.0,176.514468
21441,1.23,4,1,2,61.7,57.0,9547.0,204.47322
21442,1.06,4,1,3,61.3,57.0,9547.0,174.218512
21443,1.27,4,1,2,61.0,59.0,9547.0,206.4684
21444,1.6,4,0,1,62.7,56.0,9548.0,259.179863
21445,1.5,2,1,1,62.1,59.0,9548.0,241.067574
21446,1.28,4,1,1,61.5,55.0,9548.0,213.49656
21447,1.11,3,1,3,59.2,59.0,9548.0,186.62043400000002
21449,1.02,3,1,3,62.6,59.0,9550.0,163.0704
21450,1.72,3,0,1,62.2,59.0,9551.0,271.54632
21451,1.72,3,0,1,62.0,57.0,9551.0,277.39475400000003
21452,1.49,2,0,2,62.7,60.0,9552.0,241.33526399999997
21453,1.52,2,1,1,62.1,58.0,9552.0,241.39645199999998
21454,1.04,4,1,3,62.0,58.0,9552.0,170.261052
21455,1.05,4,0,3,61.4,56.0,9555.0,173.687358
21456,1.57,4,0,1,61.7,56.0,9555.0,256.89686000000006
21457,1.51,0,1,1,64.7,57.0,9555.0,241.90432800000002
21458,1.53,3,0,3,61.6,59.0,9555.0,246.59690999999998
21459,1.63,1,0,1,63.7,58.0,9556.0,262.36848000000003
21460,1.63,2,0,1,62.5,57.0,9556.0,269.407216
21461,1.55,2,1,1,59.5,56.0,9557.0,258.785604
21462,1.52,3,0,2,61.1,58.0,9557.0,248.72961600000002
21463,1.52,3,1,1,60.6,62.0,9561.0,244.99059200000002
21464,1.54,4,0,1,61.1,56.0,9562.0,250.96666000000002
21465,1.53,4,0,1,61.2,56.0,9562.0,252.75076799999997
21466,1.55,4,1,1,61.7,57.0,9565.0,254.754639
21467,1.22,4,1,2,60.7,57.0,9568.0,200.82972
21468,1.24,4,1,2,61.6,54.0,9569.0,205.064615
21469,1.51,4,0,1,62.4,57.0,9569.0,244.86974
21470,1.51,1,0,2,62.0,56.0,9569.0,237.18015000000003
21471,1.2,4,0,3,61.2,56.0,9570.0,198.987334
21472,1.32,4,0,3,62.0,54.0,9571.0,217.50800999999998
21473,1.53,3,0,1,61.7,59.0,9572.0,245.58676
21474,1.32,4,0,3,62.1,55.0,9572.0,213.45189
21475,1.5,2,0,1,58.8,63.0,9573.0,238.20425999999998
21476,1.23,3,0,2,59.8,57.0,9574.0,202.87216800000002
21478,1.52,4,1,1,60.1,57.0,9576.0,254.362647
21479,1.52,3,1,1,62.9,59.0,9576.0,243.063348
21480,1.52,2,0,2,62.2,63.0,9576.0,236.728998
21481,1.5,3,0,1,59.2,62.0,9576.0,251.64527500000003
21482,1.32,4,0,2,61.1,57.0,9580.0,218.775494
21483,1.35,3,0,2,61.1,58.0,9580.0,222.269312
21484,1.76,3,1,1,62.1,58.0,9580.0,278.11476
21485,1.22,4,1,2,62.6,55.0,9581.0,200.24065600000003
21486,1.22,4,1,2,61.5,56.0,9581.0,198.87847199999996
21487,1.22,3,1,2,62.0,60.0,9581.0,193.126612
21488,1.51,1,0,2,63.6,57.0,9581.0,234.74606399999996
21489,1.7,2,0,2,62.9,58.0,9586.0,272.76941999999997
21490,1.5,4,0,2,62.6,57.0,9586.0,242.00193599999997
21491,1.25,4,1,2,62.0,55.0,9586.0,206.50535
21492,1.2,2,1,2,62.9,57.0,9586.0,193.92495000000002
21493,1.19,4,0,3,60.7,57.0,9587.0,192.8412
21494,1.25,4,0,2,60.9,57.0,9590.0,206.76420000000002
21495,1.52,2,0,3,63.6,56.0,9593.0,246.921312
21496,1.2,4,1,2,61.4,55.0,9596.0,195.16433400000003
21497,1.02,2,0,3,62.7,58.0,9596.0,162.81600000000003
21498,1.53,4,0,2,62.2,57.0,9596.0,248.092646
21499,1.53,4,0,1,62.5,57.0,9596.0,248.83607999999998
21500,1.53,3,0,4,61.1,58.0,9596.0,250.62843
21501,1.53,3,1,1,62.7,60.0,9596.0,244.733216
21502,1.7,3,1,1,59.8,59.0,9596.0,274.025776
21503,1.2,4,1,2,60.7,57.0,9596.0,196.80940499999997
21504,1.02,4,1,3,62.3,58.0,9598.0,166.05008999999998
21505,1.03,4,1,3,62.6,57.0,9598.0,166.866986
21506,1.54,4,0,2,60.2,59.0,9600.0,258.445856
21507,1.55,3,0,1,59.8,59.0,9600.0,248.20569
21508,1.62,4,0,2,62.4,57.0,9604.0,261.284165
21509,1.2,4,0,3,60.2,57.0,9604.0,197.86287000000004
21510,1.73,3,0,1,61.8,59.0,9607.0,280.52835
21511,1.2,2,0,3,62.8,56.0,9609.0,192.15832500000002
21514,1.5,2,0,2,62.2,59.0,9611.0,243.7981
21515,1.61,4,0,1,62.7,55.0,9611.0,265.640232
21516,1.12,3,0,4,61.2,58.0,9612.0,182.77801
21517,1.5,2,0,3,64.0,54.0,9618.0,242.01611899999997
21518,1.5,4,0,2,62.0,53.0,9618.0,248.56230000000002
21519,1.71,4,0,2,61.9,57.0,9618.0,276.08395100000007
21520,1.5,1,0,2,64.0,58.0,9620.0,234.467604
21521,1.37,4,0,3,61.3,56.0,9621.0,225.36503999999996
21522,1.05,4,1,2,61.7,55.0,9624.0,173.06148
21523,1.54,4,0,1,60.9,56.0,9624.0,250.751355
21524,1.11,4,1,2,61.0,57.0,9625.0,181.78440000000003
21525,1.2,4,0,2,62.0,55.0,9625.0,198.367128
21526,1.2,4,0,2,61.9,58.0,9625.0,193.0656
21527,1.06,4,1,2,62.0,57.0,9625.0,171.47618400000002
21528,1.67,3,0,1,61.6,57.0,9625.0,273.97522000000004
21529,1.51,2,1,1,59.7,58.0,9627.0,247.31498000000002
21530,1.01,3,1,4,62.3,57.0,9627.0,165.1
